lepsi-coord,us-east1-b
lepsi-shard-0,us-east1-b
lepsi-shard-1,us-east1-b
lepsi-shard-4,us-east1-b
lepsi-shard-5,us-east1-b
lepsi-shard-6,us-east1-b
lepsi-shard-2-rerun,us-east1-c
lepsi-shard-3-rerun,us-east1-c
