lepsi-shard-0-rerun-d,us-east1-d,0,10.142.0.25
lepsi-shard-1-rerun-d,us-east1-d,1,10.142.0.26
lepsi-shard-2-rerun,us-east1-c,2,10.142.0.23
lepsi-shard-3-rerun,us-east1-c,3,10.142.0.22
lepsi-shard-4-rerun-d,us-east1-d,4,10.142.0.27
lepsi-shard-5-rerun-d,us-east1-d,5,10.142.0.28
lepsi-shard-6-rerun-d,us-east1-d,6,10.142.0.29
