lepsi-coord-rerun,us-east1-c
lepsi-shard-2-rerun,us-east1-c
lepsi-shard-3-rerun,us-east1-c
lepsi-shard-0-rerun-d,us-east1-d
lepsi-shard-1-rerun-d,us-east1-d
lepsi-shard-4-rerun-d,us-east1-d
lepsi-shard-5-rerun-d,us-east1-d
lepsi-shard-6-rerun-d,us-east1-d
