lepsi-coord-rerun,us-east1-c,coordinator,
lepsi-shard-0-rerun-d,us-east1-d,shard,0
lepsi-shard-1-rerun-d,us-east1-d,shard,1
lepsi-shard-2-rerun,us-east1-c,shard,2
lepsi-shard-3-rerun,us-east1-c,shard,3
lepsi-shard-4-rerun-d,us-east1-d,shard,4
lepsi-shard-5-rerun-d,us-east1-d,shard,5
lepsi-shard-6-rerun-d,us-east1-d,shard,6
